run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
792,.0108885,-.0053444,-.0088732,-.005147,-.0027867,-.0011886,-.0034242,.0054363,.0031559,.0026912,.0050628,.0122425,-.0003114,.0000605,.0002553,.0001608,.0000119,-9.45e-06,.0000393,-.0002551,-.0001251,.0001473,-.0001879,-.0003813,.0040231,.00869,-.0003178,-.0002773
793,.0119366,-.0023053,-.0088554,.0002988,-.0050542,-.0275536,-.0043615,.0088853,-.0048448,-.0019676,.0010266,.0022555,-.0005808,-.0003668,.0003576,.00006,.0001934,.0005105,.0001695,-.0003831,.0002922,.0002576,.0000421,-.0001107,-.0101527,-.0203869,.000474,-.0000325
794,.0185287,-.0158826,-.011608,.0023736,-.0048802,-.0466851,-.0008977,.0182062,-.0017487,-.0206789,.0030324,.0146636,-.0008945,-3.71e-06,.0005466,.0000782,.0002261,.0009575,-.0000698,-.0004922,.0002975,.0006777,.0000288,-.0004365,.0024265,-.0480032,.0001348,.000781
795,.0092581,-.013617,-.0069371,.0000291,-.0049216,-.01917,-.0017925,.0065209,-.0019431,.0085717,.0006671,.0058476,-.0004187,-.000024,.0003152,.0001512,.0001396,.0004721,-.0000836,-.0003786,.0000169,.0000456,.0000828,-.0002239,-.005669,-.0118178,.0000522,.0000423
796,.002801,-.000838,-.0131745,-.0067447,-.0122474,-.0374911,-.0045042,.0041372,-.0056237,-.0053701,.0101386,.0205524,-.0001234,-.0000326,.0004323,.0002788,.0002975,.0007704,.0001048,-.0002627,.0002028,.0002005,-.0004694,-.0004379,-.0226103,-.0257543,.0004446,.0005166
797,.0062513,-.0066395,-.0115109,-.0037177,-.0063455,-.0326759,-.0028564,.0020174,-.003509,.0001729,.0052724,.0107658,-.0002591,-.00009,.000465,.0002945,.0001723,.0006958,-.0000665,-.0001541,.0001043,.0001693,-.0001198,-.0002097,-.012698,-.0300769,.0002961,.0007058
798,.0091187,.0048116,-.0136362,-.0096437,-.0104435,.0111104,-.0030166,.010441,-.0038235,.0272072,-.0013629,.0016992,-.0004801,-.0003998,.0005093,.0004229,.0002954,-.0003378,.0000359,-.0002501,.0001838,-.0005858,.0001558,-.0001194,-.023164,.0456257,.0007001,-.00127
799,.0093634,-.0188821,-.0093057,.0019022,-.0048994,-.0427304,.0068513,.0172091,-.0007265,-.0178034,.0012393,.0012069,-.0006266,.0001508,.0004321,.0001923,.0001272,.0007851,-.0004026,-.0005612,.0001035,.0005852,.0000585,-.0001614,.0025225,-.0590977,-.0003079,.0009908
800,.0089475,.0036648,-.0114094,.0125421,-.0033365,-.0140605,-.0004216,.0174216,.0066086,-.0012643,-.0008689,.0002522,-.0006374,-.0003678,.0005176,-.0000637,.0000476,.0001813,-8.16e-06,-.0004597,-.0002136,.0002066,.000218,-.0001459,-.0004801,.0185559,-.0000761,-.0006492
801,.0126514,.0035109,-.010877,-.0187159,-.0049411,-.003256,-.0020567,-.0076901,.0033485,.0120692,.0036565,.0157651,-.0005912,-.0001162,.0004989,.0005799,.0001184,.0001275,.0000167,-.0000904,-.000152,.0000334,.0000657,-.000378,.0017816,.0016833,-.0000434,.0001563
802,.020951,.0133979,-.0032647,-.0028845,-.00193,-.0150432,.0043322,.0018572,-.0025864,.0038335,.0009772,.0089821,-.0008534,-.0005405,.0001466,.0002243,.000153,.0002736,-.0003316,-.0001325,.000308,.000141,.0001292,-.0002101,.0184792,.0101429,-.0004482,-.0002443
803,.0000189,-.0024686,-.016252,-.0121303,-.0059533,-.005786,-.0098139,-.0033702,-.0037927,.0164186,.0101239,.0019556,-.0000173,.0000301,.0006684,.0003997,.0001667,.0000889,.0002569,-.0000506,.0002015,-.0002167,-.0004067,-.0001438,-.0256692,-.0053809,.0008694,.0001076
804,.0154333,.0096021,-.0039177,-.0046565,-.0070893,-.0035517,-.0091391,.0088127,-.0047472,.0231675,-.0013615,.0049796,-.000507,-.0004388,.0000873,.0001287,.0001952,.0000729,.0002279,-.0003251,.0001919,-.0003301,.0001023,-.0002049,-.0108216,.0383538,.0002976,-.0010972
805,.0137863,.0102256,-.0048814,-.009126,-.002218,.0032965,.0007889,.0004111,.0036148,.0194901,.0016058,.0027945,-.0005199,-.0004284,.0002485,.0003962,.0001044,-.0001831,-.0001187,-.0001156,-.0000151,-.0002658,.0000322,-.0000309,.0126965,.0270919,-.0002686,-.0006275
806,.0093649,.0089684,-.0055185,.000109,.004392,-.0177786,-.0042807,-.0023725,.00484,.0015889,.002772,.0133643,-.0005895,-.0004985,.0002826,.0002757,-.0002448,.0003155,.000081,-.0000817,-.0002783,-.0000186,.0000382,-.0003573,.0115697,.0038796,-.0007107,-.000365
807,.0164651,.0372312,-.0064383,.0026062,.0028402,-.021203,-.0003698,-.0186346,.0038683,-.0051746,-.0011152,.0032214,-.000717,-.0009577,.0002956,.0000908,-.0001055,.000341,-.0000168,.0002242,-.0001629,.000208,.0001923,-.0000931,.0152504,-.0019534,-.0005143,-.0001867
808,.0060044,.001866,-.0138424,-.0073952,-.0088268,-.0256037,-.0034307,.0018477,-.0023919,-.0026753,.0117422,.0142071,-.0002923,-.0001783,.0004883,.0003703,.0002301,.0005752,.0000235,-.0002299,1.85e-06,.0002133,-.0004602,-.0003685,-.0107453,-.0177534,-8.75e-06,.0003821
809,.0079295,-.0223313,-.0090374,.0066803,-.004405,-.0567451,-.0100221,.0064525,-.0043521,-.0199518,.0087396,-.0042607,-.0004162,.0002129,.0002775,-.0000126,.0001681,.0011222,.0001766,-.0002485,.0000998,.0004997,-.0003089,.0000497,-.0111475,-.090156,-3.12e-06,.0016234
810,.0082492,-.0007566,-.0119367,.0133454,-.0069384,-.0476062,-.0027596,.0255812,-.0032792,-.0167362,.0088626,.0123807,-.0005623,-.0003063,.0003659,-.000158,.0001878,.0008631,-.0000534,-.0006877,.000161,.0004058,-.0001484,-.0003016,-.007802,-.0137918,-.0000493,-.0001847
811,.0079146,.003026,-.0122881,-.0074825,-.0070407,-.0207823,-.0097481,-.0029508,-.002747,.0009592,.0076237,.0103912,-.0003567,-.0003441,.0003928,.0003793,.0001867,.0004139,.0002518,-.0000782,.0000586,.0000584,-.0002179,-.0002867,-.0162856,-.0168392,.0003152,.0001427
812,.009782,.0063763,-.0128256,-.0032411,-.0085738,-.0125125,.0019611,.0104815,-.0026531,.009886,.0116084,.0195601,-.0006679,-.0003249,.0004952,.0002929,.0002958,.000272,-.0003888,-.0003021,.0001761,-.0000884,-.0004412,-.0004437,-.000701,.0305503,-.0005308,-.0005943
813,.0113715,-.0284465,-.0114092,.0050244,-.0075976,-.0642647,-.0006832,.0142859,.002991,-.0226873,.0121647,.0135815,-.0005942,.0004141,.000451,.0001235,.0001889,.0013769,-.000171,-.0004861,.0000514,.0006872,-.0003923,-.0003348,.0068372,-.0825067,-.0004662,.0017808
814,.0171819,-.0400608,-.00355,-.0066431,-.0075298,-.0525134,.0004498,.0133729,.0069216,-.0237359,.0056696,-.0134587,-.000482,.0004718,.0001536,.0002293,.0002426,.0009241,-.0000417,-.0004973,-.0000685,.0005207,-.0000913,.000207,.0191433,-.123039,-.0002873,.0018557
815,.0013522,.004632,-.0153336,-.0037707,-.0098084,-.0305556,-.0087304,.0078259,.0008025,-.0010938,.0093505,.0152692,-.0001445,-.0003153,.0005394,.0000758,.0002654,.0004956,.0003512,-.0003217,-.0000859,.0001309,-.0002619,-.0004133,-.0223672,-.007693,.0006637,-.000348
816,.0164562,-.0017491,-.0040974,.000143,.0033539,-.0117269,-.008009,.013241,.0019259,-.0007301,-.0046593,.0134257,-.0006612,-.0002572,.0002059,.000215,-.0001056,.0002215,.0001773,-.0004533,-7.16e-06,.0001258,.0002535,-.0003859,.0049703,.0126037,-.0001372,-.0005341
817,.0109621,.0161216,-.0086278,.0145742,-.0036534,.0012325,-.0008316,-.0146841,-.0001032,-.0415991,.0012393,-.0073009,-.0006416,-.0005087,.0003839,-.0002446,.0000336,-.0000769,-.000078,.0001046,.0000249,.001005,.0001543,.000114,-.0010145,-.0316557,-.000123,.0003934
818,.0061363,.002284,-.0106019,-.0186184,-.0029264,.0105766,-.0020888,-.0041484,.0001332,.0122633,.0051405,.000434,-.000169,-.0003998,.0004547,.0004958,-.0000131,-.0003106,.0000155,-.0001087,9.25e-06,-.0001049,-.0002464,-.0000663,-.004207,.0027909,.000051,-.0004945
819,.0063764,-.021605,-.0109416,-.00457,-.0096887,-.011073,-.0042125,.0131792,.001576,.0120991,.012546,-.0053731,-.0001943,.0000898,.0003076,.0003197,.0002682,.0001704,-2.68e-06,-.0003353,-.000037,-.0001653,-.0005034,.000107,-.0043444,-.0173428,-.0001616,.0001862
820,.0072048,-.0169704,-.0074371,-.0092295,-.0078639,-.0121983,-.0015906,-.0061816,-.0022242,.0061663,.0061792,-.0039477,-.0003726,.0000966,.0002453,.0003565,.0001653,.0002708,-.0000442,-.0000295,.0000387,-5.47e-06,-.0001702,.0000759,-.0057319,-.0423611,-.0001376,.0007647
821,.0114277,.0069384,-.0097386,-.0142254,-.0062366,-.0117274,-.0046344,-.0069715,-.0025368,.0139778,.0053258,.0127315,-.0003901,-.000321,.000335,.0004231,.0001383,.0001592,.0000485,7.20e-06,.0002237,-.0001192,-.0001023,-.0002544,-.0063928,.0007235,.000253,-.0001051
822,.0045425,.0178288,-.0108909,-.0226455,-.0086659,.0032218,-.0010492,-.0108463,-.005268,.0114915,.0092257,.0046099,-.0002859,-.0005987,.0004137,.000546,.0002382,-.0001536,-.0001882,-9.64e-06,.0001172,-.0000403,-.0003059,-.0002689,-.0121058,.0036601,-.0000108,-.0005251
823,.0093536,-.0048808,-.0056375,.0107559,-.0121289,-.0440267,-.0041189,.0219741,-.0019104,-.0033037,.0114249,.0128169,-.0005019,-.0001823,.0000827,-.0000611,.0003337,.0009112,-.0000763,-.000602,-5.41e-06,.0000864,-.0004055,-.00035,-.0030171,-.0066644,-.0005726,-.0001979
824,.0212296,.0019634,-.0087438,-.0103055,-.0142858,-.0258062,-.0003946,-.0110805,.0081213,.0022716,.0062852,-.002385,-.0008472,-.0001982,.0003707,.0002459,.0003907,.0004661,-.0001515,.0000406,-.0003397,.0000538,-.0002169,-3.66e-06,.0122119,-.0453422,-.0007939,.0006045
825,.0058687,.0086222,-.0074812,-.0117248,-.0018789,-.0121621,-.0037423,-.0069756,-.0026251,.0032038,.0010854,.0057105,-.0002873,-.0003,.0003456,.000321,.0001256,.0002584,.0001002,-.0000453,.0000814,.0001307,.0000214,-.0001657,-.0087735,-.013326,.0003869,.000199
826,.0194023,-.0059602,-.0053071,-.0041732,-.0021092,-.022541,-.003048,.0007917,.0006852,-.0138002,.0001191,.0022114,-.0007069,-.0003115,.0002171,.0002427,.0000616,.0003215,9.42e-06,-.0001635,.0000764,.0003909,.0001579,.0000785,.0097422,-.0434715,-.0001844,.0005586
827,.0098927,.0009783,-.0057935,-.0074888,-.0070417,-.0248137,-.0072634,-.0033706,.0057462,.0021825,.0077839,.0074008,-.00054,-.00027,.0001956,.0002819,.0002948,.000411,.0001786,-.000075,-.0002995,.0000886,-.0000838,-.0002089,.0033243,-.0251115,-.0002543,.0002275
828,.0114717,.0061451,-.01302,-.0111823,-.0124311,-.023386,-.0035742,-.0098393,-.0063038,.0006573,.0117469,.0086505,-.0004529,-.0004052,.0004211,.0003533,.0004544,.0004908,-.0001427,.0000664,.0003155,.000103,-.0003865,-.0002325,-.0121104,-.0289548,.0002089,.0003758
829,.0173491,-.003518,-.0082401,-.0073912,.0033701,-.020567,-.0020824,-.0086073,.0122001,-.0183204,.0096117,.0052943,-.0006707,-.0001442,.0003777,.0002386,-.0001335,.0004034,-.0000817,-.0000334,-.0003921,.0005214,-.0003161,-.0001158,.0322084,-.0531096,-.0012163,.00087
830,.0156871,-.0189533,-.0056868,.0002541,-.0075288,-.0355814,-.0032496,.0058291,-.0010389,-.0112209,.004876,.003045,-.0007795,.0000246,.0002027,.0002012,.0002831,.0008149,-.0001067,-.000123,.0001417,.0005124,-.0001845,-.0001919,.0030591,-.0566274,-.0004432,.0012381
831,.005035,-.0112469,-.0050685,-.0070646,-.0078281,-.0181371,-.0014485,.0068977,-.0028043,.0003229,.0052889,.0027317,-.0003159,.0001079,.0001861,.0003141,.0003131,.0002773,-.0001042,-.0004912,.0002264,.0002649,-.0001806,-.0002361,-.0068255,-.0264963,.000125,.000237
832,.0135781,.0220254,-.009306,-.000585,-.0079072,-.0008201,-.0034548,.0265364,-.000819,-.0097166,.0060635,.0109245,-.000683,-.0006607,.0002873,.0001622,.0003359,.0000537,.0000277,-.0007426,-.0000486,.0004465,-5.55e-06,-.0002698,-.0018453,.0483646,-.0000862,-.0010107
833,.0130761,-.0287154,-.011773,-.0031272,-.0079919,-.0355604,-.002685,.0129879,-.0006002,-.0071216,.0022402,.0029348,-.0006023,.0002866,.0004242,.0001611,.0002558,.000683,-.0000723,-.0004031,.0000921,.0002392,.0001254,-.0001643,-.0077339,-.0586019,.0002228,.0008025
834,.0110586,-.0130109,-.0070257,-.0001658,-.0025962,-.0301872,-.0031011,.003027,.0025105,-.0089708,.0018621,-.0063892,-.0004201,.0000239,.0002923,.0002482,.0000613,.0005828,.0001123,-.000214,-.0000311,.0003619,.0001294,.0000526,.0027082,-.0556968,.000144,.0010555
835,.0134401,-.0201492,-.0098144,-.0015142,-.0084211,-.0140561,-.0001298,-.0031695,.0027065,.0113893,.0045356,-.008295,-.0006415,.0001257,.0003936,.0001371,.0001792,.0001877,-.0001957,-.0000654,-.0001756,-.0001216,-.0000106,.0000915,.0023169,-.0357946,-.0004506,.0003551
836,.0185213,-.0209087,-.0061619,.0046208,-.0056732,-.0260668,-.0030982,.0201328,.0028337,-.0024619,.0044236,.0099495,-.0005335,.0001953,.0003373,-8.01e-06,.0002112,.000397,.0000322,-.0005998,-.000047,.0002484,-.0000202,-.0003399,.0108454,-.0147344,-.0000199,-.000107
837,.013286,.0150104,-.0089126,-.019553,-.0131012,.0054666,-.0107681,-.0089694,.0023057,.0182712,.0092247,-.0048366,-.00073,-.0005931,.0002744,.0003977,.0004091,-.000215,.0002741,-.0000773,-.0001147,-.0002365,-.0001568,-.0000236,-.0079655,.0053892,-.0000439,-.0007478
838,.0188168,.0287571,-.0095677,.0083175,-.0058336,.0011835,-.0036826,.0017912,-.0013952,-.0307171,.0035756,-.0027635,-.0007317,-.0009361,.0003252,-.0000455,.0002362,-.0001636,.0000607,-.0001325,-.0000343,.000686,-.0000774,.0000753,.0019132,.0065687,-.0002213,-.0005165
839,.0121119,-.023444,-.0106456,.0035189,-.0094865,-.0342377,-.0047915,.0122151,-.0023218,.0006612,.0052088,.0075029,-.0003662,.00029,.0003082,4.61e-06,.0002717,.0006503,.0002005,-.0003529,.0001123,.000104,-.0000702,-.0001539,-.0099246,-.0337835,.0004564,.0005421
840,.0081369,-.006056,-.0047696,-.0080702,-.0088872,-.034212,.0050226,.0036373,.0008336,-.0083812,.0051947,.0097459,-.0003405,-.0002253,.0002288,.0002301,.0003507,.0006551,-.0003653,-.0002901,.0000962,.0003891,-.0001984,-.0003004,.005531,-.0433362,-.0002285,.0004585
841,.0010915,-.0050718,-.0081603,-.0014551,-.0131269,-.0420199,-.007622,.0023497,.0077081,-.0116352,.0138496,.0084524,.0000557,-.0000487,.0002479,-.0000343,.0004644,.0007555,.0001635,-.0003001,-.0003238,.0005648,-.0005018,-.0002921,-.00626,-.04938,.0001059,.0006451
842,.0084683,-.0103635,-.0117437,7.01e-06,-.0085919,.0114056,-.0022941,.0342134,-.0029197,-.0054594,.0040914,.0001892,-.0003679,.0001036,.0005809,.0000236,.0003659,-.000297,.0000176,-.0009336,.0002699,.0004465,-.0002031,-.0001893,-.0129898,.0299923,.0006634,-.0008462
843,.005506,.0067735,-.0111138,-.001164,-.006804,-.0175254,-.0059946,.0046817,-.0060797,-.0048448,.008082,.0135667,-.0003191,-.000407,.0004236,.0002711,.0002239,.0003233,.0000733,-.0001585,.0003593,.0002578,-.0002791,-.0003052,-.016404,.0014877,.0004819,-.0000184
844,.0130947,.0065391,-.0111074,.0047828,-.003639,-.0325651,-.0024997,-.0019931,.0004883,.0011874,.0088549,.0007769,-.000661,-.0003306,.0004436,-.0000276,.0001189,.0005644,-7.20e-07,-.0001781,.000033,.0000998,-.0000849,-.0000413,.0051918,-.0212719,-.0001512,.0000866
845,.0153649,-.0192704,-.0050133,.0045968,-.0046797,-.0442501,-.0047032,.020318,.0025022,-.0157752,.0008903,.0066054,-.0005952,.0001298,.0001091,.00003,.0001255,.0008247,.0000877,-.0005746,-.00014,.0004331,.0000618,-.0001788,.0043612,-.0477755,-.0003511,.0006642
846,.0102736,.0131701,-.0147092,-.0092364,-.0115156,.0120946,.0006828,-.017705,-.0028676,.0077896,.0075148,.0024554,-.0004482,-.0007044,.0005328,.0002339,.00032,-.0002136,-.0001867,.0003067,9.61e-06,-.0000692,-.0002887,-.0001345,-.0106212,.0085683,-.0000613,-.0005812
847,.0202355,.0200612,-.0062834,.010602,-.007499,-.0133962,-.0038164,.0175336,.0044373,-.0179536,.0049547,.0095259,-.0007557,-.00062,.0003675,-.000168,.0003265,.0002612,.0000218,-.0005861,-.0000284,.0006143,-.0000671,-.0003077,.0120287,.0263729,-.0001354,-.0008063
848,.0090755,.0300537,-.0112443,.0198399,-.0154506,.0164036,-.0064846,-.0178487,.0049739,.0075115,.0092372,-.0018152,-.0002618,-.0009171,.0004264,-.0003102,.0004334,-.0003344,.000155,.0003255,-.0002309,-.0000359,-.0002261,-.0000505,-.0098929,.0541449,.000296,-.0013225
849,.0104671,.0079259,-.0126791,-.0003704,-.0116498,-.025506,-.0075823,.0027151,-.0009863,-.0030482,.0082281,.0071076,-.0004115,-.0003899,.0005177,.0001014,.0003397,.0004518,.0001047,-.0001894,.0001719,.0003222,-.0002809,-.0003053,-.0142023,-.0111761,.0004415,-9.08e-06
850,.0076479,-.0029886,-.0090467,.0019783,-.0017363,-.0533404,-.0036838,.0071217,-.0009266,-.0145187,.0007377,.0088338,-.0003339,-.0002126,.0003947,.0000328,-.0000108,.0009462,.0001118,-.0002855,-.0000817,.0002233,.0000902,-.000322,-.0070078,-.0529139,.0001702,.0003822
851,.0098289,-.0394825,-.0198194,.0146744,-.0093839,-.0506662,-.0110897,.0161187,.0025507,-.0245881,.0144827,-.0013199,-.0004171,.0006252,.000809,-.0002104,.0001134,.000939,.0003445,-.0005015,-.0001749,.0006328,-.0003915,.0000254,-.0134308,-.0852636,.0002835,.0015105
852,.0133468,.008181,-.007747,-.0045096,-.00302,-.0062146,-.0054709,-.0176479,.0015266,-.0014275,.0031329,.0115663,-.0004943,-.0005091,.0003251,.00028,.0000159,.000117,.0000913,.0002995,-.0000916,.0001156,-.0000446,-.0002575,.0017684,-.0100524,-.0001982,.0000456
853,.0019581,-.0189619,-.0127909,.0123348,-.006555,-.0365847,-.0133498,.0199361,.0008505,-.0168598,.0106493,.001581,-.0002694,.0002963,.0004288,-.0001481,-.0000157,.0006798,.0004376,-.000638,-.0001718,.0004155,-.0003558,-1.24e-06,-.0192378,-.0385545,.0000536,.0006043
854,.0021486,.0292852,-.0093839,-.0019376,-.0087872,-.0104974,-.0019992,-.0078981,-.0014649,.0028836,.0137079,.024179,-.0001397,-.000762,.0004634,.0001709,.0003084,.0002265,-.0001117,-.0002005,.0001344,.0002794,-.0004836,-.0007158,-.0057787,.0360147,.0001713,-.0010015
855,.005596,.0131018,-.0105538,-.0036993,-.0106385,-.0094393,-.0014093,-.0040965,-.0078087,.0082325,.0068593,.0049532,-.0003128,-.0003679,.0003155,.0002259,.0003798,.0001217,-.0000155,-.0001713,.0004289,.0000822,-.0001784,-.000175,-.017955,.0090524,.0006174,-.0002844
856,.0085138,.0072137,-.0152519,-.0202301,-.0103446,-.0056845,-.0023951,-.0099399,-.0038783,.00536,.0094572,.0183229,-.0002924,-.0004479,.0005512,.0005103,.0003354,.00011,-.0000897,.0001266,.0002326,.00003,-.0003249,-.0004146,-.013899,-.004958,.0004123,-.0000858
857,.0096779,.0102928,-.0087191,.0000771,-.0057637,-.0270948,.0007468,-.0147339,-.004079,-.0100951,.0058847,.0050552,-.0003603,-.0005021,.0004015,.0001115,.0002105,.0005682,-.0001419,.0002215,.0003155,.000439,-.0002177,-.0002011,-.0022525,-.0364988,.0002076,.0006371
858,.0070342,-.0076613,-.0059195,.0040667,-.0014572,-.0418542,-.0007424,.0064014,.0053022,-.0093549,-.00227,.0091985,-.0003014,-.0000667,.0003048,.0000184,-2.16e-06,.0008421,.0000249,-.0002336,-.000375,.0003134,.000181,-.0001976,.0019474,-.0392038,-.0001679,.0006761
859,.0095407,.0022984,-.0108951,.0070029,-.0069709,-.0071786,-.0031449,.0037732,-.0026664,-.0001626,.0068797,.0083608,-.0003965,-.0003434,.0004966,.0000441,.0002337,.000186,-.0000862,-.0002018,.0000592,.0000675,-.0003357,-.0002039,-.0072569,.0140941,-.000029,-.0004515
860,.0101697,-.0006539,-.012544,-.0054273,-.0089889,-.0005363,-.0052016,.0004953,-.0008136,.0230529,.0045967,.0036357,-.0004778,-.0002069,.0005102,.0001945,.0002699,-7.54e-06,.0001286,-.0001434,-.0000813,-.0003722,-.0000668,-.0001086,-.0127817,.0205664,.000283,-.0006441
861,.0047572,-.0029026,-.0072165,.0027053,-.0037038,.0157924,-.0105257,.0159567,-.0003576,.0130421,.0054251,.0091945,-.0002281,-.0002105,.0003152,.0000596,.0000853,-.0003104,.0002817,-.0004464,-8.83e-06,-.0001524,-.0001752,-.0003298,-.0116213,.0537885,.0002702,-.0013898
862,.0099565,.0129945,-.0084869,-.0099323,-.00594,-.0131007,.0003509,-.0061554,.0011003,.0109896,.0066092,.0104856,-.0004453,-.0005806,.0003512,.0003143,.0002186,.0000967,-.0001243,-.0000241,8.65e-07,-.0001251,-.0001751,-.0002764,.0035901,.0052812,-.000174,-.0005952
863,.0091578,.0119282,-.0145724,-.0032172,-.0074702,-.0122847,.0004677,.0077125,-.001155,.0087925,.0053739,.0064386,-.0003723,-.0005113,.0005811,.0003093,.0002514,.0002511,-.0001598,-.0002653,.00006,-.0001779,-.0001793,-.0002901,-.0081982,.0193699,.000181,-.0006842
864,.0069601,-.0248638,-.0111564,.0082583,-.0103683,-.0434932,-.0065031,.0113525,.0041325,-.0086668,.0080749,.0001504,-.0002229,.0003237,.0003035,-.0001466,.0002986,.0008561,.0001855,-.0003905,-.0002327,.0002342,-.0002442,-.0001166,-.0088603,-.0572628,.0000877,.0007602
865,.0188255,.0158649,-.0120446,-.0069798,-.0107012,-.0042636,.0055962,-.0066932,-.0000843,.0162033,.0060068,.0048001,-.0006127,-.0007541,.0004289,.0002501,.0003992,.0000453,-.0004259,.0000889,.0001038,-.0002232,-.000178,-.0001796,.0075985,.0189317,-.0002847,-.0007725
866,.0038569,-.0099697,-.0096863,-.0033626,-.004773,-.0385721,-.0014844,.0014635,.0019696,-.0105396,.0035464,.0118502,-.0001695,-.0001901,.000358,.000221,.0001042,.000728,-.0000684,-.0000739,-.0000923,.0002535,7.23e-06,-.0002799,-.0065707,-.0491303,.0001392,.0006586
867,.0145827,-.0061855,-.0115272,.0066869,-.0126309,-.0538605,-.0059302,.0104217,-.0016531,-.0189165,.0093041,.0120886,-.0007403,-.0000914,.000523,-.0000676,.0005364,.0011341,-8.33e-06,-.0004127,.0001791,.0006641,-.0001626,-.0003497,-.0078547,-.0497653,.0003272,.0008768
868,.0183049,-.0016146,-.0079651,-.0086868,-.0106911,-.0265248,-.0062675,-.0020885,-.0031115,-.0096629,.0062271,.0047317,-.0006352,-.0002802,.0003108,.0004922,.0003658,.0004953,.0001429,-.0001593,.0002429,.0003339,-.0001979,-.0001305,-.0035031,-.043846,.0002292,.0007515
869,.0071843,-.0129098,-.0103801,.0001716,-.0115566,-.0185769,-.0125443,.0108696,.0019885,-.0047764,.0087695,.0018023,-.0002543,.0000433,.0002589,.0001065,.0002094,.0003819,.0003962,-.0003115,-.0002601,.0002944,-.0001911,.0000194,-.0165387,-.0234195,.000159,.0005339
870,.0128639,.0076812,-.0107861,.0121484,-.0012766,-.0133841,.0053407,.0099976,-.0011042,.0005286,.0047626,.0105335,-.0004175,-.0003792,.0005294,-.0000735,.0000618,.0001919,-.0003304,-.000333,.0001566,.000093,-.000104,-.0003446,.0098004,.0275051,-.0001042,-.0008454
871,.0106953,-.0111171,-.0102397,-.0002619,-.0077372,-.0301186,-.0002003,.0056936,-.0018964,-.0051763,.0028652,.0100348,-.0006104,.0000738,.0004734,.000105,.0003199,.0005597,-.0002268,-.0003663,.0001926,.0004301,-.0000628,-.000344,-.0065131,-.0309454,.0000859,.0004582
872,.0195534,-.0092797,-.0100543,-.002221,-.0025047,-.0450661,-.0103581,.0023164,.0009512,-.014128,.0015967,.0099912,-.0008647,-.0001559,.0004909,.0001944,7.03e-06,.0008899,.0003312,-.0002178,-.0001139,.0003379,.00014,-.0003115,-.0008158,-.0583872,-9.58e-06,.0007371
873,.0110482,.0243545,-.0090065,.0090138,-.0030929,-.0197675,-.0076523,.0117179,-.0008276,-.0060036,.0044667,.0089657,-.0004374,-.0008571,.0002165,-.0001355,.0000529,.0003975,.0001757,-.0003553,-.000159,.0001396,-.0001266,-.0002497,-.0050645,.0282808,-.0002779,-.0010606
874,.0145656,.0113988,-.0047149,-.0067021,-.0021018,-.0217463,-.0026003,-.0130163,.0040888,-.0038267,.0004083,.0063567,-.0007482,-.0005726,.0002027,.0002805,.000093,.0003157,3.68e-06,.0001606,-.0001035,.0001422,.0001692,-.0001507,.0096456,-.0275358,-.0003832,.0001757
875,.005608,-.0064146,-.0062646,.0063823,.0013145,-.0509242,.0019777,.012834,.0062344,-.0083788,.0058972,.0105999,-.0002023,-.0001539,.0002914,5.76e-06,.0000223,.0010024,-.0001524,-.0003952,-.0002275,.0001846,-.0001652,-.0003323,.0147673,-.0359015,-.0004336,.0003113
876,.0093499,-.0072911,-.0053224,-.0029267,.0007133,-.0205647,-.0055273,-.0020561,-.002996,-.0283183,.002707,.0014999,-.000621,-.0001551,.0001812,.0002759,-.0000743,.0003225,.0001768,-.000114,.0000844,.0007215,.0000292,-.0000661,-.0010755,-.059657,-.0002237,.0009848
877,.007587,.031196,-.0086872,-.0056656,.0004213,.0107982,-.0068781,-.0067539,.0011896,.0176137,.0009301,-.0043398,-.000462,-.0010268,.0004511,.0002052,-.0000818,-.0003582,.0002531,.0000148,-.0000524,-.0003614,-1.46e-06,.0000739,-.0054373,.0428487,.0001065,-.0014525
878,.0129055,.0023971,-.0117072,-.0007659,-.0022108,.0179359,-.0027218,.0227341,.0087739,.0155081,.0014696,-.0051851,-.0007184,-.000192,.0005759,.0002044,.0000971,-.0004058,.0000754,-.0006143,-.0003654,-.0002313,.0000719,.0000722,.0065091,.0526242,-.0002635,-.0011668
879,.011923,.002191,-.0123671,-.0020036,-.0078867,-.0097907,-.0051358,.0154871,.0035631,.0113818,.0095573,.016541,-.0003913,-.0002664,.0005521,.0001189,.0001647,.0001171,.0001228,-.0004623,-.0001692,-.0001211,-.0003029,-.0004251,-.0003462,.0338067,-.0000238,-.0010389
880,.011471,.0078919,-.010385,-.0008069,-.0071088,-.0206419,-.0084475,.0103273,.0031354,-.0019628,.0030901,-.0089367,-.0006019,-.0005065,.0001879,.0002661,.0001034,.0002303,.0002841,-.0003787,-.0003429,.0001067,.0001025,.0002797,-.0082448,-.0141292,-.0002669,-2.34e-06
